"item_id","location_id","_date"
"500-062927",14,"2022-01-01"
"500-062496",14,"2022-01-01"
"500-044718",14,"2022-01-01"
"500-005940",14,"2022-01-01"
"500-007290",14,"2022-01-01"
"500-006703",14,"2022-01-01"
"500-028225",14,"2022-01-01"
"500-027242",14,"2022-01-01"
"500-039981",14,"2022-01-01"
"500-002670",14,"2022-01-01"
"500-011604",14,"2022-01-01"
"500-062517",14,"2022-01-01"
"500-017968",14,"2022-01-01"
"500-045744",14,"2022-01-01"
"500-042874",14,"2022-01-01"
"500-051800",14,"2022-01-01"
"500-065796",14,"2022-01-01"
"500-008738",14,"2022-01-01"
"500-063084",14,"2022-01-01"
"500-037184",14,"2022-01-01"
"500-067478",14,"2022-01-01"
"500-044758",14,"2022-01-01"
"500-002630",14,"2022-01-01"
"500-018131",14,"2022-01-01"
"500-027202",14,"2022-01-01"
"500-034276",14,"2022-01-01"
"500-028265",14,"2022-01-01"
"500-047165",14,"2022-01-01"
"500-054111",14,"2022-01-01"
"500-048102",14,"2022-01-01"
"500-064245",14,"2022-01-01"
"500-052603",14,"2022-01-01"
"500-043016",14,"2022-01-01"
"500-050062",14,"2022-01-01"
"500-062557",14,"2022-01-01"
"500-060336",14,"2022-01-01"
"500-033889",14,"2022-01-01"
"500-042585",14,"2022-01-01"
"500-053390",14,"2022-01-01"
"500-051840",14,"2022-01-01"
"500-007538",14,"2022-01-01"
"500-007889",14,"2022-01-01"
"500-059530",14,"2022-01-01"
"500-066603",14,"2022-01-01"
"500-054336",14,"2022-01-01"
"500-060111",14,"2022-01-01"
"500-062770",14,"2022-01-01"
"500-043231",14,"2022-01-01"
"500-032743",14,"2022-01-01"
"500-030122",14,"2022-01-01"
"500-009503",14,"2022-01-01"
"500-051219",14,"2022-01-01"
"500-053478",14,"2022-01-01"
"500-019685",14,"2022-01-01"
"500-014083",14,"2022-01-01"
"500-005696",14,"2022-01-01"
"500-029860",14,"2022-01-01"
"500-057084",14,"2022-01-01"
"500-007578",14,"2022-01-01"
"500-026039",14,"2022-01-01"
"500-024658",14,"2022-01-01"
"500-051796",14,"2022-01-01"
"500-052464",14,"2022-01-01"
"500-047302",14,"2022-01-01"
"500-059570",14,"2022-01-01"
"500-002198",14,"2022-01-01"
"500-064022",14,"2022-01-01"
"500-066643",14,"2022-01-01"
"500-023116",14,"2022-01-01"
"500-002457",14,"2022-01-01"
"500-011423",14,"2022-01-01"
"500-053989",14,"2022-01-01"
"500-038384",14,"2022-01-01"
"500-051259",14,"2022-01-01"
"500-053438",14,"2022-01-01"
"500-031940",14,"2022-01-01"
"500-032650",14,"2022-01-01"
"500-009410",14,"2022-01-01"
"500-050699",14,"2022-01-01"
"500-006477",14,"2022-01-01"
"500-028151",14,"2022-01-01"
"500-067283",14,"2022-01-01"
"500-020678",14,"2022-01-01"
"500-047251",14,"2022-01-01"
"500-054225",14,"2022-01-01"
"500-027948",14,"2022-01-01"
"500-059423",14,"2022-01-01"
"500-066710",14,"2022-01-01"
"500-043322",14,"2022-01-01"
"500-050356",14,"2022-01-01"
"500-017222",14,"2022-01-01"
"500-013351",14,"2022-01-01"
"500-030071",14,"2022-01-01"
"500-035920",14,"2022-01-01"
"500-029933",14,"2022-01-01"
"500-035491",14,"2022-01-01"
"500-046782",14,"2022-01-01"
"500-061860",14,"2022-01-01"
"500-065913",14,"2022-01-01"
"500-004799",14,"2022-01-01"
"500-052577",14,"2022-01-01"
"500-050316",14,"2022-01-01"
"500-064131",14,"2022-01-01"
"500-047211",14,"2022-01-01"
"500-054265",14,"2022-01-01"
"500-045470",14,"2022-01-01"
"500-043145",14,"2022-01-01"
"500-041724",14,"2022-01-01"
"500-054042",14,"2022-01-01"
"500-059644",14,"2022-01-01"
"500-066577",14,"2022-01-01"
"500-065685",14,"2022-01-01"
"500-042967",14,"2022-01-01"
"500-051913",14,"2022-01-01"
"500-063197",14,"2022-01-01"
"500-016059",14,"2022-01-01"
"500-046814",14,"2022-01-01"
"500-058618",14,"2022-01-01"
"500-016827",14,"2022-01-01"
"500-007383",14,"2022-01-01"
"500-027351",14,"2022-01-01"
"500-025881",14,"2022-01-01"
"500-064356",14,"2022-01-01"
"500-011298",14,"2022-01-01"
"500-045617",14,"2022-01-01"
"500-054002",14,"2022-01-01"
"500-066886",14,"2022-01-01"
"500-052710",14,"2022-01-01"
"500-035339",14,"2022-01-01"
"500-042496",14,"2022-01-01"
"500-042927",14,"2022-01-01"
"500-042159",14,"2022-01-01"
"500-063418",14,"2022-01-01"
"500-031785",14,"2022-01-01"
"500-005813",14,"2022-01-01"
"500-002723",14,"2022-01-01"
"500-021403",14,"2022-01-01"
"500-032477",14,"2022-01-01"
"500-030216",14,"2022-01-01"
"500-004031",14,"2022-01-01"
"500-047808",14,"2022-01-01"
"500-055410",14,"2022-01-01"
"500-065744",14,"2022-01-01"
"500-067125",14,"2022-01-01"
"500-053302",14,"2022-01-01"
"500-063056",14,"2022-01-01"
"500-066907",14,"2022-01-01"
"500-009279",14,"2022-01-01"
"500-052691",14,"2022-01-01"
"500-032039",14,"2022-01-01"
"500-021833",14,"2022-01-01"
"500-032847",14,"2022-01-01"
"500-039953",14,"2022-01-01"
"500-064718",14,"2022-01-01"
"500-022670",14,"2022-01-01"
"500-019430",14,"2022-01-01"
"500-007242",14,"2022-01-01"
"500-042557",14,"2022-01-01"
"500-067165",14,"2022-01-01"
"500-051892",14,"2022-01-01"
"500-037928",14,"2022-01-01"
"500-032079",14,"2022-01-01"
"500-064297",14,"2022-01-01"
"500-062585",14,"2022-01-01"
"500-025900",14,"2022-01-01"
"500-039913",14,"2022-01-01"
"500-064758",14,"2022-01-01"
"500-021873",14,"2022-01-01"
"500-037156",14,"2022-01-01"
"500-010305",14,"2022-01-01"
"500-024305",14,"2022-01-01"
"500-033202",14,"2022-01-01"
"500-022417",14,"2022-01-01"
"500-003156",14,"2022-01-01"
"500-006807",14,"2022-01-01"
"500-023184",14,"2022-01-01"
"500-050758",14,"2022-01-01"
"500-034083",14,"2022-01-01"
"500-047390",14,"2022-01-01"
"500-052947",14,"2022-01-01"
"500-056834",14,"2022-01-01"
"500-042770",14,"2022-01-01"
"500-053165",14,"2022-01-01"
"500-065892",14,"2022-01-01"
"500-063231",14,"2022-01-01"
"500-044062",14,"2022-01-01"
"500-058071",14,"2022-01-01"
"500-065523",14,"2022-01-01"
"500-001777",14,"2022-01-01"
"500-005604",14,"2022-01-01"
"500-016670",14,"2022-01-01"
"500-038356",14,"2022-01-01"
"500-037331",14,"2022-01-01"
"500-057828",14,"2022-01-01"
"500-002934",14,"2022-01-01"
"500-002485",14,"2022-01-01"
"500-048678",14,"2022-01-01"
"500-025319",14,"2022-01-01"
"500-060183",14,"2022-01-01"
"500-041973",14,"2022-01-01"
"500-066691",14,"2022-01-01"
"500-042730",14,"2022-01-01"
"500-014374",14,"2022-01-01"
"500-019572",14,"2022-01-01"
"500-003273",14,"2022-01-01"
"500-044688",14,"2022-01-01"
"500-006693",14,"2022-01-01"
"500-017086",14,"2022-01-01"
"500-062936",14,"2022-01-01"
"500-062487",14,"2022-01-01"
"500-053240",14,"2022-01-01"
"500-058354",14,"2022-01-01"
"500-067067",14,"2022-01-01"
"500-065606",14,"2022-01-01"
"500-051990",14,"2022-01-01"
"500-044347",14,"2022-01-01"
"500-046526",14,"2022-01-01"
"500-019883",14,"2022-01-01"
"500-003233",14,"2022-01-01"
"500-065389",14,"2022-01-01"
"500-012426",14,"2022-01-01"
"500-014334",14,"2022-01-01"
"500-036587",14,"2022-01-01"
"500-043449",14,"2022-01-01"
"500-027392",14,"2022-01-01"
"500-039851",14,"2022-01-01"
"500-030295",14,"2022-01-01"
"500-052793",14,"2022-01-01"
"500-034629",14,"2022-01-01"
"500-055512",14,"2022-01-01"
"500-067027",14,"2022-01-01"
"500-033919",14,"2022-01-01"
"500-042415",14,"2022-01-01"
"500-040274",14,"2022-01-01"
"500-053200",14,"2022-01-01"
"500-063154",14,"2022-01-01"
"500-049726",14,"2022-01-01"
"500-065461",14,"2022-01-01"
"500-044120",14,"2022-01-01"
"500-040053",14,"2022-01-01"
"500-053027",14,"2022-01-01"
"500-051646",14,"2022-01-01"
"500-039208",14,"2022-01-01"
"500-060081",14,"2022-01-01"
"500-041871",14,"2022-01-01"
"500-052805",14,"2022-01-01"
"500-066793",14,"2022-01-01"
"500-002048",14,"2022-01-01"
"500-009493",14,"2022-01-01"
"500-011842",14,"2022-01-01"
"500-020334",14,"2022-01-01"
"500-038254",14,"2022-01-01"
"500-029441",14,"2022-01-01"
"500-042672",14,"2022-01-01"
"500-063333",14,"2022-01-01"
"500-005289",14,"2022-01-01"
"500-044160",14,"2022-01-01"
"500-065421",14,"2022-01-01"
"500-067240",14,"2022-01-01"
"500-047292",14,"2022-01-01"
"500-041831",14,"2022-01-01"
"500-041580",14,"2022-01-01"
"500-032693",14,"2022-01-01"
"500-054729",14,"2022-01-01"
"500-023086",14,"2022-01-01"
"500-056148",14,"2022-01-01"
"500-019755",14,"2022-01-01"
"500-038214",14,"2022-01-01"
"500-020374",14,"2022-01-01"
"500-033300",14,"2022-01-01"
"500-053819",14,"2022-01-01"
"500-003054",14,"2022-01-01"
"500-043260",14,"2022-01-01"
"500-052475",14,"2022-01-01"
"500-059561",14,"2022-01-01"
"500-002189",14,"2022-01-01"
"500-048374",14,"2022-01-01"
"500-066652",14,"2022-01-01"
"500-045572",14,"2022-01-01"
"500-047313",14,"2022-01-01"
"500-046680",14,"2022-01-01"
"500-026028",14,"2022-01-01"
"500-035822",14,"2022-01-01"
"500-053998",14,"2022-01-01"
"500-051248",14,"2022-01-01"
"500-053429",14,"2022-01-01"
"500-011983",14,"2022-01-01"
"500-017320",14,"2022-01-01"
"500-036661",14,"2022-01-01"
"500-011432",14,"2022-01-01"
"500-045532",14,"2022-01-01"
"500-066612",14,"2022-01-01"
"500-050254",14,"2022-01-01"
"500-052435",14,"2022-01-01"
"500-059890",14,"2022-01-01"
"500-065851",14,"2022-01-01"
"500-007529",14,"2022-01-01"
"500-024609",14,"2022-01-01"
"500-007898",14,"2022-01-01"
"500-005687",14,"2022-01-01"
"500-051208",14,"2022-01-01"
"500-053469",14,"2022-01-01"
"500-029871",14,"2022-01-01"
"500-032752",14,"2022-01-01"
"500-023147",14,"2022-01-01"
"500-011472",14,"2022-01-01"
"500-036621",14,"2022-01-01"
"500-002621",14,"2022-01-01"
"500-011655",14,"2022-01-01"
"500-043879",14,"2022-01-01"
"500-015726",14,"2022-01-01"
"500-062089",14,"2022-01-01"
"500-026780",14,"2022-01-01"
"500-001862",14,"2022-01-01"
"500-065208",14,"2022-01-01"
"500-042594",14,"2022-01-01"
"500-053381",14,"2022-01-01"
"500-051851",14,"2022-01-01"
"500-031348",14,"2022-01-01"
"500-044286",14,"2022-01-01"
"500-048113",14,"2022-01-01"
"500-066435",14,"2022-01-01"
"500-045715",14,"2022-01-01"
"500-062546",14,"2022-01-01"
"500-060327",14,"2022-01-01"
"500-066984",14,"2022-01-01"
"500-041666",14,"2022-01-01"
"500-052612",14,"2022-01-01"
"500-043007",14,"2022-01-01"
"500-050073",14,"2022-01-01"
"500-032884",14,"2022-01-01"
"500-036446",14,"2022-01-01"
"500-006712",14,"2022-01-01"
"500-039421",14,"2022-01-01"
"500-002661",14,"2022-01-01"
"500-001593",14,"2022-01-01"
"500-044709",14,"2022-01-01"
"500-016494",14,"2022-01-01"
"500-042865",14,"2022-01-01"
"500-063095",14,"2022-01-01"
"500-046916",14,"2022-01-01"
"500-008729",14,"2022-01-01"
"500-041626",14,"2022-01-01"
"500-052652",14,"2022-01-01"
"500-050033",14,"2022-01-01"
"500-062506",14,"2022-01-01"
"500-048153",14,"2022-01-01"
"500-016008",14,"2022-01-01"
"500-042487",14,"2022-01-01"
"500-037549",14,"2022-01-01"
"500-058386",14,"2022-01-01"
"500-042936",14,"2022-01-01"
"500-051942",14,"2022-01-01"
"500-055580",14,"2022-01-01"
"500-045606",14,"2022-01-01"
"500-064347",14,"2022-01-01"
"500-050160",14,"2022-01-01"
"500-041775",14,"2022-01-01"
"500-066897",14,"2022-01-01"
"500-032466",14,"2022-01-01"
"500-002732",14,"2022-01-01"
"500-028367",14,"2022-01-01"
"500-061268",14,"2022-01-01"
"500-042976",14,"2022-01-01"
"500-051902",14,"2022-01-01"
"500-046805",14,"2022-01-01"
"500-035368",14,"2022-01-01"
"500-063186",14,"2022-01-01"
"500-014629",14,"2022-01-01"
"500-062415",14,"2022-01-01"
"500-043154",14,"2022-01-01"
"500-041735",14,"2022-01-01"
"500-052741",14,"2022-01-01"
"500-064307",14,"2022-01-01"
"500-045646",14,"2022-01-01"
"500-030788",14,"2022-01-01"
"500-015675",14,"2022-01-01"
"500-036555",14,"2022-01-01"
"500-002772",14,"2022-01-01"
"500-011706",14,"2022-01-01"
"500-025890",14,"2022-01-01"
"500-021452",14,"2022-01-01"
"500-032426",14,"2022-01-01"
"500-058609",14,"2022-01-01"
"500-007392",14,"2022-01-01"
"500-016587",14,"2022-01-01"
"500-055228",14,"2022-01-01"
"500-031842",14,"2022-01-01"
"500-025706",14,"2022-01-01"
"500-036772",14,"2022-01-01"
"500-027167",14,"2022-01-01"
"500-023014",14,"2022-01-01"
"500-030060",14,"2022-01-01"
"500-052566",14,"2022-01-01"
"500-064120",14,"2022-01-01"
"500-066741",14,"2022-01-01"
"500-061871",14,"2022-01-01"
"500-046793",14,"2022-01-01"
"500-020629",14,"2022-01-01"
"500-038749",14,"2022-01-01"
"500-002515",14,"2022-01-01"
"500-011561",14,"2022-01-01"
"500-030020",14,"2022-01-01"
"500-017273",14,"2022-01-01"
"500-028140",14,"2022-01-01"
"500-009401",14,"2022-01-01"
"500-018214",14,"2022-01-01"
"500-064160",14,"2022-01-01"
"500-047240",14,"2022-01-01"
"500-059983",14,"2022-01-01"
"500-041552",14,"2022-01-01"
"500-019248",14,"2022-01-01"
"500-065942",14,"2022-01-01"
"500-038709",14,"2022-01-01"
"500-020669",14,"2022-01-01"
"500-002925",14,"2022-01-01"
"500-011951",14,"2022-01-01"
"500-050709",14,"2022-01-01"
"500-052168",14,"2022-01-01"
"500-018395",14,"2022-01-01"
"500-006856",14,"2022-01-01"
"500-015822",14,"2022-01-01"
"500-009831",14,"2022-01-01"
"500-033253",14,"2022-01-01"
"500-031432",14,"2022-01-01"
"500-008013",14,"2022-01-01"
"500-037320",14,"2022-01-01"
"500-031983",14,"2022-01-01"
"500-057839",14,"2022-01-01"
"500-038347",14,"2022-01-01"
"500-065572",14,"2022-01-01"
"500-051755",14,"2022-01-01"
"500-038688",14,"2022-01-01"
"500-059802",14,"2022-01-01"
"500-066680",14,"2022-01-01"
"500-002965",14,"2022-01-01"
"500-016621",14,"2022-01-01"
"500-038307",14,"2022-01-01"
"500-008053",14,"2022-01-01"
"500-024314",14,"2022-01-01"
"500-057879",14,"2022-01-01"
"500-003147",14,"2022-01-01"
"500-033213",14,"2022-01-01"
"500-031472",14,"2022-01-01"
"500-063220",14,"2022-01-01"
"500-051715",14,"2022-01-01"
"500-053174",14,"2022-01-01"
"500-003488",14,"2022-01-01"
"500-065532",14,"2022-01-01"
"500-055666",14,"2022-01-01"
"500-047381",14,"2022-01-01"
"500-027529",14,"2022-01-01"
"500-064286",14,"2022-01-01"
"500-062825",14,"2022-01-01"
"500-066956",14,"2022-01-01"
"500-009228",14,"2022-01-01"
"500-053353",14,"2022-01-01"
"500-042546",14,"2022-01-01"
"500-037939",14,"2022-01-01"
"500-044254",14,"2022-01-01"
"500-065715",14,"2022-01-01"
"500-067174",14,"2022-01-01"
"500-042089",14,"2022-01-01"
"500-008274",14,"2022-01-01"
"500-037147",14,"2022-01-01"
"500-007213",14,"2022-01-01"
"500-038120",14,"2022-01-01"
"500-031655",14,"2022-01-01"
"500-039902",14,"2022-01-01"
"500-064749",14,"2022-01-01"
"500-011687",14,"2022-01-01"
"500-025911",14,"2022-01-01"
"500-017195",14,"2022-01-01"
"500-009268",14,"2022-01-01"
"500-052680",14,"2022-01-01"
"500-028729",14,"2022-01-01"
"500-066916",14,"2022-01-01"
"500-011308",14,"2022-01-01"
"500-048181",14,"2022-01-01"
"500-062865",14,"2022-01-01"
"500-037979",14,"2022-01-01"
"500-055401",14,"2022-01-01"
"500-044214",14,"2022-01-01"
"500-063047",14,"2022-01-01"
"500-053313",14,"2022-01-01"
"500-042506",14,"2022-01-01"
"500-012535",14,"2022-01-01"
"500-003320",14,"2022-01-01"
"500-010354",14,"2022-01-01"
"500-063839",14,"2022-01-01"
"500-007253",14,"2022-01-01"
"500-038160",14,"2022-01-01"
"500-016446",14,"2022-01-01"
"500-063588",14,"2022-01-01"
"500-012884",14,"2022-01-01"
"500-032856",14,"2022-01-01"
"500-027281",14,"2022-01-01"
"500-045248",14,"2022-01-01"
"500-030386",14,"2022-01-01"
"500-067392",14,"2022-01-01"
"500-001228",14,"2022-01-01"
"500-020769",14,"2022-01-01"
"500-061480",14,"2022-01-01"
"500-065842",14,"2022-01-01"
"500-050247",14,"2022-01-01"
"500-052426",14,"2022-01-01"
"500-060113",14,"2022-01-01"
"500-059532",14,"2022-01-01"
"500-066601",14,"2022-01-01"
"500-006566",14,"2022-01-01"
"500-021735",14,"2022-01-01"
"500-030120",14,"2022-01-01"
"500-029862",14,"2022-01-01"
"500-026805",14,"2022-01-01"
"500-035871",14,"2022-01-01"
"500-005694",14,"2022-01-01"
"500-051794",14,"2022-01-01"
"500-065802",14,"2022-01-01"
"500-057086",14,"2022-01-01"
"500-066641",14,"2022-01-01"
"500-045561",14,"2022-01-01"
"500-047300",14,"2022-01-01"
"500-002455",14,"2022-01-01"
"500-013240",14,"2022-01-01"
"500-006897",14,"2022-01-01"
"500-023114",14,"2022-01-01"
"500-006526",14,"2022-01-01"
"500-022936",14,"2022-01-01"
"500-026845",14,"2022-01-01"
"500-035831",14,"2022-01-01"
"500-063549",14,"2022-01-01"
"500-007292",14,"2022-01-01"
"500-005942",14,"2022-01-01"
"500-019951",14,"2022-01-01"
"500-045289",14,"2022-01-01"
"500-032526",14,"2022-01-01"
"500-002672",14,"2022-01-01"
"500-006701",14,"2022-01-01"
"500-048140",14,"2022-01-01"
"500-049962",14,"2022-01-01"
"500-035268",14,"2022-01-01"
"500-042876",14,"2022-01-01"
"500-051802",14,"2022-01-01"
"500-026793",14,"2022-01-01"
"500-061368",14,"2022-01-01"
"500-018133",14,"2022-01-01"
"500-027200",14,"2022-01-01"
"500-062555",14,"2022-01-01"
"500-060334",14,"2022-01-01"
"500-052601",14,"2022-01-01"
"500-043014",14,"2022-01-01"
"500-064247",14,"2022-01-01"
"500-054113",14,"2022-01-01"
"500-045706",14,"2022-01-01"
"500-056772",14,"2022-01-01"
"500-055480",14,"2022-01-01"
"500-051842",14,"2022-01-01"
"500-042587",14,"2022-01-01"
"500-037449",14,"2022-01-01"
"500-046945",14,"2022-01-01"
"500-045348",14,"2022-01-01"
"500-030286",14,"2022-01-01"
"500-036825",14,"2022-01-01"
"500-036594",14,"2022-01-01"
"500-026612",14,"2022-01-01"
"500-008334",14,"2022-01-01"
"500-037007",14,"2022-01-01"
"500-005532",14,"2022-01-01"
"500-007353",14,"2022-01-01"
"500-038060",14,"2022-01-01"
"500-063939",14,"2022-01-01"
"500-012435",14,"2022-01-01"
"500-053213",14,"2022-01-01"
"500-046575",14,"2022-01-01"
"500-067034",14,"2022-01-01"
"500-062965",14,"2022-01-01"
"500-032128",14,"2022-01-01"
"500-054092",14,"2022-01-01"
"500-066816",14,"2022-01-01"
"500-052780",14,"2022-01-01"
"500-009368",14,"2022-01-01"
"500-045308",14,"2022-01-01"
"500-047569",14,"2022-01-01"
"500-001401",14,"2022-01-01"
"500-020140",14,"2022-01-01"
"500-033134",14,"2022-01-01"
"500-026652",14,"2022-01-01"
"500-037047",14,"2022-01-01"
"500-065615",14,"2022-01-01"
"500-057320",14,"2022-01-01"
"500-055541",14,"2022-01-01"
"500-061766",14,"2022-01-01"
"500-063107",14,"2022-01-01"
"500-051432",14,"2022-01-01"
"500-013998",14,"2022-01-01"
"500-062925",14,"2022-01-01"
"500-059942",14,"2022-01-01"
"500-056925",14,"2022-01-01"
"500-041593",14,"2022-01-01"
"500-041822",14,"2022-01-01"
"500-052856",14,"2022-01-01"
"500-046712",14,"2022-01-01"
"500-044173",14,"2022-01-01"
"500-057107",14,"2022-01-01"
"500-003588",14,"2022-01-01"
"500-049775",14,"2022-01-01"
"500-058160",14,"2022-01-01"
"500-053074",14,"2022-01-01"
"500-042661",14,"2022-01-01"
"500-063320",14,"2022-01-01"
"500-065983",14,"2022-01-01"
"500-037260",14,"2022-01-01"
"500-019746",14,"2022-01-01"
"500-039794",14,"2022-01-01"
"500-052028",14,"2022-01-01"
"500-050649",14,"2022-01-01"
"500-023095",14,"2022-01-01"
"500-041862",14,"2022-01-01"
"500-066780",14,"2022-01-01"
"500-025208",14,"2022-01-01"
"500-059902",14,"2022-01-01"
"500-060092",14,"2022-01-01"
"500-063360",14,"2022-01-01"
"500-065472",14,"2022-01-01"
"500-058120",14,"2022-01-01"
"500-046752",14,"2022-01-01"
"500-038247",14,"2022-01-01"
"500-031883",14,"2022-01-01"
"500-008113",14,"2022-01-01"
"500-037220",14,"2022-01-01"
"500-001666",14,"2022-01-01"
"500-009931",14,"2022-01-01"
"500-048769",14,"2022-01-01"
"500-006956",14,"2022-01-01"
"500-018295",14,"2022-01-01"
"500-050609",14,"2022-01-01"
"500-003154",14,"2022-01-01"
"500-053919",14,"2022-01-01"
"500-033200",14,"2022-01-01"
"500-031461",14,"2022-01-01"
"500-016632",14,"2022-01-01"
"500-029501",14,"2022-01-01"
"500-014053",14,"2022-01-01"
"500-026566",14,"2022-01-01"
"500-008040",14,"2022-01-01"
"500-024307",14,"2022-01-01"
"500-023186",14,"2022-01-01"
"500-032793",14,"2022-01-01"
"500-045842",14,"2022-01-01"
"500-041480",14,"2022-01-01"
"500-059851",14,"2022-01-01"
"500-041931",14,"2022-01-01"
"500-052945",14,"2022-01-01"
"500-061452",14,"2022-01-01"
"500-005389",14,"2022-01-01"
"500-042772",14,"2022-01-01"
"500-053167",14,"2022-01-01"
"500-019615",14,"2022-01-01"
"500-008000",14,"2022-01-01"
"500-037333",14,"2022-01-01"
"500-051289",14,"2022-01-01"
"500-029541",14,"2022-01-01"
"500-038354",14,"2022-01-01"
"500-002487",14,"2022-01-01"
"500-002936",14,"2022-01-01"
"500-011942",14,"2022-01-01"
"500-066693",14,"2022-01-01"
"500-041971",14,"2022-01-01"
"500-060181",14,"2022-01-01"
"500-042732",14,"2022-01-01"
"500-024688",14,"2022-01-01"
"500-051746",14,"2022-01-01"
"500-053127",14,"2022-01-01"
"500-063273",14,"2022-01-01"
"500-065561",14,"2022-01-01"
"500-063054",14,"2022-01-01"
"500-061635",14,"2022-01-01"
"500-033819",14,"2022-01-01"
"500-065746",14,"2022-01-01"
"500-067127",14,"2022-01-01"
"500-057273",14,"2022-01-01"
"500-045794",14,"2022-01-01"
"500-048192",14,"2022-01-01"
"500-017409",14,"2022-01-01"
"500-032845",14,"2022-01-01"
"500-007240",14,"2022-01-01"
"500-005421",14,"2022-01-01"
"500-016455",14,"2022-01-01"
"500-003333",14,"2022-01-01"
"500-051890",14,"2022-01-01"
"500-065706",14,"2022-01-01"
"500-067167",14,"2022-01-01"
"500-042555",14,"2022-01-01"
"500-033859",14,"2022-01-01"
"500-061675",14,"2022-01-01"
"500-066945",14,"2022-01-01"
"500-064295",14,"2022-01-01"
"500-017186",14,"2022-01-01"
"500-062048",14,"2022-01-01"
"500-043509",14,"2022-01-01"
"500-011694",14,"2022-01-01"
"500-039911",14,"2022-01-01"
"500-025902",14,"2022-01-01"
"500-036976",14,"2022-01-01"
"500-044788",14,"2022-01-01"
"500-003373",14,"2022-01-01"
"500-008267",14,"2022-01-01"
"500-019472",14,"2022-01-01"
"500-005461",14,"2022-01-01"
"500-048053",14,"2022-01-01"
"500-054040",14,"2022-01-01"
"500-036089",14,"2022-01-01"
"500-043147",14,"2022-01-01"
"500-041726",14,"2022-01-01"
"500-052752",14,"2022-01-01"
"500-046816",14,"2022-01-01"
"500-063195",14,"2022-01-01"
"500-065687",14,"2022-01-01"
"500-007381",14,"2022-01-01"
"500-019842",14,"2022-01-01"
"500-046068",14,"2022-01-01"
"500-021441",14,"2022-01-01"
"500-023220",14,"2022-01-01"
"500-017007",14,"2022-01-01"
"500-041766",14,"2022-01-01"
"500-052712",14,"2022-01-01"
"500-066884",14,"2022-01-01"
"500-054000",14,"2022-01-01"
"500-059606",14,"2022-01-01"
"500-048013",14,"2022-01-01"
"500-064354",14,"2022-01-01"
"500-010709",14,"2022-01-01"
"500-055593",14,"2022-01-01"
"500-042925",14,"2022-01-01"
"500-049831",14,"2022-01-01"
"500-042494",14,"2022-01-01"
"500-008669",14,"2022-01-01"
"500-016865",14,"2022-01-01"
"500-065308",14,"2022-01-01"
"500-019802",14,"2022-01-01"
"500-044649",14,"2022-01-01"
"500-031787",14,"2022-01-01"
"500-046028",14,"2022-01-01"
"500-025572",14,"2022-01-01"
"500-030214",14,"2022-01-01"
"500-002721",14,"2022-01-01"
"500-018207",14,"2022-01-01"
"500-034140",14,"2022-01-01"
"500-023047",14,"2022-01-01"
"500-032652",14,"2022-01-01"
"500-003095",14,"2022-01-01"
"500-049268",14,"2022-01-01"
"500-053569",14,"2022-01-01"
"500-051308",14,"2022-01-01"
"500-008181",14,"2022-01-01"
"500-014192",14,"2022-01-01"
"500-065951",14,"2022-01-01"
"500-052535",14,"2022-01-01"
"500-043320",14,"2022-01-01"
"500-050354",14,"2022-01-01"
"500-066712",14,"2022-01-01"
"500-052884",14,"2022-01-01"
"500-047253",14,"2022-01-01"
"500-054227",14,"2022-01-01"
"500-045432",14,"2022-01-01"
"500-011532",14,"2022-01-01"
"500-034100",14,"2022-01-01"
"500-006435",14,"2022-01-01"
"500-017220",14,"2022-01-01"
"500-053529",14,"2022-01-01"
"500-035493",14,"2022-01-01"
"500-051348",14,"2022-01-01"
"500-053898",14,"2022-01-01"
"500-065911",14,"2022-01-01"
"500-061862",14,"2022-01-01"
"500-046780",14,"2022-01-01"
"500-054267",14,"2022-01-01"
"500-045472",14,"2022-01-01"
"500-048274",14,"2022-01-01"
"500-066752",14,"2022-01-01"
"500-052575",14,"2022-01-01"
"500-037708",14,"2022-01-01"
"500-063387",14,"2022-01-01"
"500-060075",14,"2022-01-01"
"500-052540",14,"2022-01-01"
"500-050321",14,"2022-01-01"
"500-048241",14,"2022-01-01"
"500-030589",14,"2022-01-01"
"500-045447",14,"2022-01-01"
"500-006400",14,"2022-01-01"
"500-028126",14,"2022-01-01"
"500-036754",14,"2022-01-01"
"500-034135",14,"2022-01-01"
"500-045188",14,"2022-01-01"
"500-030046",14,"2022-01-01"
"500-040568",14,"2022-01-01"
"500-042309",14,"2022-01-01"
"500-063648",14,"2022-01-01"
"500-061029",14,"2022-01-01"
"500-042686",14,"2022-01-01"
"500-035129",14,"2022-01-01"
"500-061817",14,"2022-01-01"
"500-044194",14,"2022-01-01"
"500-054212",14,"2022-01-01"
"500-064146",14,"2022-01-01"
"500-041574",14,"2022-01-01"
"500-030878",14,"2022-01-01"
"500-062654",14,"2022-01-01"
"500-009996",14,"2022-01-01"
"500-023072",14,"2022-01-01"
"500-030006",14,"2022-01-01"
"500-015985",14,"2022-01-01"
"500-002533",14,"2022-01-01"
"500-036714",14,"2022-01-01"
"500-018232",14,"2022-01-01"
"500-034175",14,"2022-01-01"
"500-064938",14,"2022-01-01"
"500-006440",14,"2022-01-01"
"500-017255",14,"2022-01-01"
"500-042349",14,"2022-01-01"
"500-019586",14,"2022-01-01"
"500-005595",14,"2022-01-01"
